lesson_id,course_id,grade,subject,course_day,unit_number,unit_title,day_in_unit,title,phase,focus,standards
ma-g8-physical-education-u06-l05,ma-g8-physical-education,8,physical-education,65,6,"Outdoor, Aquatic, and Community Activity Planning",5,Concept model B: emergency communication,Concept model B,emergency communication,Michigan PE Standards 1;3;5
ma-g8-physical-education-u06-l06,ma-g8-physical-education,8,physical-education,66,6,"Outdoor, Aquatic, and Community Activity Planning",6,Guided practice B: community recreation access,Guided practice B,community recreation access,Michigan PE Standards 1;3;5
ma-g8-physical-education-u06-l07,ma-g8-physical-education,8,physical-education,67,6,"Outdoor, Aquatic, and Community Activity Planning",7,Investigation or close reading: route and risk planning,Investigation or close reading,route and risk planning,Michigan PE Standards 1;3;5
ma-g8-physical-education-u06-l08,ma-g8-physical-education,8,physical-education,68,6,"Outdoor, Aquatic, and Community Activity Planning",8,Reteach and varied practice: weather,Reteach and varied practice,weather,Michigan PE Standards 1;3;5
ma-g8-physical-education-u06-l09,ma-g8-physical-education,8,physical-education,69,6,"Outdoor, Aquatic, and Community Activity Planning",9,Performance task build: water safety concepts,Performance task build,water safety concepts,Michigan PE Standards 1;3;5
ma-g8-physical-education-u06-l10,ma-g8-physical-education,8,physical-education,70,6,"Outdoor, Aquatic, and Community Activity Planning",10,Synthesis and review: cycling or trail etiquette,Synthesis and review,cycling or trail etiquette,Michigan PE Standards 1;3;5
ma-g8-physical-education-u06-l11,ma-g8-physical-education,8,physical-education,71,6,"Outdoor, Aquatic, and Community Activity Planning",11,Unit assessment: emergency communication,Unit assessment,emergency communication,Michigan PE Standards 1;3;5
ma-g8-physical-education-u06-l12,ma-g8-physical-education,8,physical-education,72,6,"Outdoor, Aquatic, and Community Activity Planning",12,Correction and reflection: community recreation access,Correction and reflection,community recreation access,Michigan PE Standards 1;3;5
ma-g8-physical-education-u07-l01,ma-g8-physical-education,8,physical-education,73,7,"Leadership, Coaching, and Officiating",1,Launch and diagnostic: demonstrating cues,Launch and diagnostic,demonstrating cues,Michigan PE Standards 2;4;5
ma-g8-physical-education-u07-l02,ma-g8-physical-education,8,physical-education,74,7,"Leadership, Coaching, and Officiating",2,Concept model A: giving feedback,Concept model A,giving feedback,Michigan PE Standards 2;4;5
ma-g8-physical-education-u07-l03,ma-g8-physical-education,8,physical-education,75,7,"Leadership, Coaching, and Officiating",3,Guided practice A: organizing groups,Guided practice A,organizing groups,Michigan PE Standards 2;4;5
ma-g8-physical-education-u07-l04,ma-g8-physical-education,8,physical-education,76,7,"Leadership, Coaching, and Officiating",4,Independent application A: officiating fairly,Independent application A,officiating fairly,Michigan PE Standards 2;4;5
ma-g8-physical-education-u07-l05,ma-g8-physical-education,8,physical-education,77,7,"Leadership, Coaching, and Officiating",5,Concept model B: conflict repair,Concept model B,conflict repair,Michigan PE Standards 2;4;5
ma-g8-physical-education-u07-l06,ma-g8-physical-education,8,physical-education,78,7,"Leadership, Coaching, and Officiating",6,Guided practice B: inclusive adaptation,Guided practice B,inclusive adaptation,Michigan PE Standards 2;4;5
ma-g8-physical-education-u07-l07,ma-g8-physical-education,8,physical-education,79,7,"Leadership, Coaching, and Officiating",7,Investigation or close reading: demonstrating cues,Investigation or close reading,demonstrating cues,Michigan PE Standards 2;4;5
ma-g8-physical-education-u07-l08,ma-g8-physical-education,8,physical-education,80,7,"Leadership, Coaching, and Officiating",8,Reteach and varied practice: giving feedback,Reteach and varied practice,giving feedback,Michigan PE Standards 2;4;5
ma-g8-physical-education-u07-l09,ma-g8-physical-education,8,physical-education,81,7,"Leadership, Coaching, and Officiating",9,Performance task build: organizing groups,Performance task build,organizing groups,Michigan PE Standards 2;4;5
ma-g8-physical-education-u07-l10,ma-g8-physical-education,8,physical-education,82,7,"Leadership, Coaching, and Officiating",10,Synthesis and review: officiating fairly,Synthesis and review,officiating fairly,Michigan PE Standards 2;4;5
ma-g8-physical-education-u07-l11,ma-g8-physical-education,8,physical-education,83,7,"Leadership, Coaching, and Officiating",11,Unit assessment: conflict repair,Unit assessment,conflict repair,Michigan PE Standards 2;4;5
ma-g8-physical-education-u07-l12,ma-g8-physical-education,8,physical-education,84,7,"Leadership, Coaching, and Officiating",12,Correction and reflection: inclusive adaptation,Correction and reflection,inclusive adaptation,Michigan PE Standards 2;4;5
ma-g8-physical-education-u08-l01,ma-g8-physical-education,8,physical-education,85,8,Stress Management and Lifelong Movement,1,Launch and diagnostic: movement and mood,Launch and diagnostic,movement and mood,Michigan PE Standards 3;5
ma-g8-physical-education-u08-l02,ma-g8-physical-education,8,physical-education,86,8,Stress Management and Lifelong Movement,2,Concept model A: recreation and connection,Concept model A,recreation and connection,Michigan PE Standards 3;5
ma-g8-physical-education-u08-l03,ma-g8-physical-education,8,physical-education,87,8,Stress Management and Lifelong Movement,3,Guided practice A: active recovery,Guided practice A,active recovery,Michigan PE Standards 3;5
ma-g8-physical-education-u08-l04,ma-g8-physical-education,8,physical-education,88,8,Stress Management and Lifelong Movement,4,Independent application A: mindful movement,Independent application A,mindful movement,Michigan PE Standards 3;5
ma-g8-physical-education-u08-l05,ma-g8-physical-education,8,physical-education,89,8,Stress Management and Lifelong Movement,5,Concept model B: habit design,Concept model B,habit design,Michigan PE Standards 3;5
ma-g8-physical-education-u08-l06,ma-g8-physical-education,8,physical-education,90,8,Stress Management and Lifelong Movement,6,Guided practice B: barriers and supports,Guided practice B,barriers and supports,Michigan PE Standards 3;5
ma-g8-physical-education-u08-l07,ma-g8-physical-education,8,physical-education,91,8,Stress Management and Lifelong Movement,7,Investigation or close reading: movement and mood,Investigation or close reading,movement and mood,Michigan PE Standards 3;5
ma-g8-physical-education-u08-l08,ma-g8-physical-education,8,physical-education,92,8,Stress Management and Lifelong Movement,8,Reteach and varied practice: recreation and connection,Reteach and varied practice,recreation and connection,Michigan PE Standards 3;5
ma-g8-physical-education-u08-l09,ma-g8-physical-education,8,physical-education,93,8,Stress Management and Lifelong Movement,9,Performance task build: active recovery,Performance task build,active recovery,Michigan PE Standards 3;5
ma-g8-physical-education-u08-l10,ma-g8-physical-education,8,physical-education,94,8,Stress Management and Lifelong Movement,10,Synthesis and review: mindful movement,Synthesis and review,mindful movement,Michigan PE Standards 3;5
ma-g8-physical-education-u08-l11,ma-g8-physical-education,8,physical-education,95,8,Stress Management and Lifelong Movement,11,Unit assessment: habit design,Unit assessment,habit design,Michigan PE Standards 3;5
ma-g8-physical-education-u08-l12,ma-g8-physical-education,8,physical-education,96,8,Stress Management and Lifelong Movement,12,Correction and reflection: barriers and supports,Correction and reflection,barriers and supports,Michigan PE Standards 3;5
ma-g8-physical-education-u09-l01,ma-g8-physical-education,8,physical-education,97,9,Lifetime Activity Capstone,1,Launch and diagnostic: portfolio evidence,Launch and diagnostic,portfolio evidence,Michigan PE Standards 1-5
ma-g8-physical-education-u09-l02,ma-g8-physical-education,8,physical-education,98,9,Lifetime Activity Capstone,2,Concept model A: skill transfer,Concept model A,skill transfer,Michigan PE Standards 1-5
ma-g8-physical-education-u09-l03,ma-g8-physical-education,8,physical-education,99,9,Lifetime Activity Capstone,3,Guided practice A: fitness literacy,Guided practice A,fitness literacy,Michigan PE Standards 1-5
ma-g8-physical-education-u09-l04,ma-g8-physical-education,8,physical-education,100,9,Lifetime Activity Capstone,4,Independent application A: leadership,Independent application A,leadership,Michigan PE Standards 1-5
ma-g8-physical-education-u09-l05,ma-g8-physical-education,8,physical-education,101,9,Lifetime Activity Capstone,5,Concept model B: community resources,Concept model B,community resources,Michigan PE Standards 1-5
ma-g8-physical-education-u09-l06,ma-g8-physical-education,8,physical-education,102,9,Lifetime Activity Capstone,6,Guided practice B: transition planning,Guided practice B,transition planning,Michigan PE Standards 1-5
ma-g8-physical-education-u09-l07,ma-g8-physical-education,8,physical-education,103,9,Lifetime Activity Capstone,7,Investigation or close reading: portfolio evidence,Investigation or close reading,portfolio evidence,Michigan PE Standards 1-5
ma-g8-physical-education-u09-l08,ma-g8-physical-education,8,physical-education,104,9,Lifetime Activity Capstone,8,Reteach and varied practice: skill transfer,Reteach and varied practice,skill transfer,Michigan PE Standards 1-5
ma-g8-physical-education-u09-l09,ma-g8-physical-education,8,physical-education,105,9,Lifetime Activity Capstone,9,Performance task build: fitness literacy,Performance task build,fitness literacy,Michigan PE Standards 1-5
ma-g8-physical-education-u09-l10,ma-g8-physical-education,8,physical-education,106,9,Lifetime Activity Capstone,10,Synthesis and review: leadership,Synthesis and review,leadership,Michigan PE Standards 1-5
ma-g8-physical-education-u09-l11,ma-g8-physical-education,8,physical-education,107,9,Lifetime Activity Capstone,11,Unit assessment: community resources,Unit assessment,community resources,Michigan PE Standards 1-5
ma-g8-physical-education-u09-l12,ma-g8-physical-education,8,physical-education,108,9,Lifetime Activity Capstone,12,Correction and reflection: transition planning,Correction and reflection,transition planning,Michigan PE Standards 1-5
ma-g8-ready-for-life-u01-l01,ma-g8-ready-for-life,8,ready-for-life,1,1,Independent Planning and Executive Routines,1,Launch and diagnostic: long-range planning,Launch and diagnostic,long-range planning,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u01-l02,ma-g8-ready-for-life,8,ready-for-life,2,1,Independent Planning and Executive Routines,2,Explicit model: breaking down projects,Explicit model,breaking down projects,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u01-l03,ma-g8-ready-for-life,8,ready-for-life,3,1,Independent Planning and Executive Routines,3,Guided practice: priorities and deadlines,Guided practice,priorities and deadlines,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u01-l04,ma-g8-ready-for-life,8,ready-for-life,4,1,Independent Planning and Executive Routines,4,Application or project: digital and paper systems,Application or project,digital and paper systems,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u01-l05,ma-g8-ready-for-life,8,ready-for-life,5,1,Independent Planning and Executive Routines,5,Mastery check: interruptions and recovery,Mastery check,interruptions and recovery,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u01-l06,ma-g8-ready-for-life,8,ready-for-life,6,1,Independent Planning and Executive Routines,6,Correction and reflection: asking for support early,Correction and reflection,asking for support early,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u02-l01,ma-g8-ready-for-life,8,ready-for-life,7,2,Home Operations and Basic Maintenance,1,Launch and diagnostic: cleaning and laundry schedules,Launch and diagnostic,cleaning and laundry schedules,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u02-l02,ma-g8-ready-for-life,8,ready-for-life,8,2,Home Operations and Basic Maintenance,2,Explicit model: inventory and restocking,Explicit model,inventory and restocking,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u02-l03,ma-g8-ready-for-life,8,ready-for-life,9,2,Home Operations and Basic Maintenance,3,Guided practice: basic tool identification,Guided practice,basic tool identification,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u02-l04,ma-g8-ready-for-life,8,ready-for-life,10,2,Home Operations and Basic Maintenance,4,Application or project: maintenance requests,Application or project,maintenance requests,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u02-l05,ma-g8-ready-for-life,8,ready-for-life,11,2,Home Operations and Basic Maintenance,5,Mastery check: utility and fire-safety awareness,Mastery check,utility and fire-safety awareness,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u02-l06,ma-g8-ready-for-life,8,ready-for-life,12,2,Home Operations and Basic Maintenance,6,Correction and reflection: tenant homeowner and family boundaries,Correction and reflection,tenant homeowner and family boundaries,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u03-l01,ma-g8-ready-for-life,8,ready-for-life,13,3,"Meal Planning, Cooking, and Food Management",1,Launch and diagnostic: meal planning for variety and adequacy,Launch and diagnostic,meal planning for variety and adequacy,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u03-l02,ma-g8-ready-for-life,8,ready-for-life,14,3,"Meal Planning, Cooking, and Food Management",2,Explicit model: shopping lists and unit costs,Explicit model,shopping lists and unit costs,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u03-l03,ma-g8-ready-for-life,8,ready-for-life,15,3,"Meal Planning, Cooking, and Food Management",3,Guided practice: recipe scaling,Guided practice,recipe scaling,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u03-l04,ma-g8-ready-for-life,8,ready-for-life,16,3,"Meal Planning, Cooking, and Food Management",4,Application or project: knife heat and appliance safety,Application or project,knife heat and appliance safety,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u03-l05,ma-g8-ready-for-life,8,ready-for-life,17,3,"Meal Planning, Cooking, and Food Management",5,Mastery check: leftovers and storage,Mastery check,leftovers and storage,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u03-l06,ma-g8-ready-for-life,8,ready-for-life,18,3,"Meal Planning, Cooking, and Food Management",6,Correction and reflection: cleanup and food-waste reduction,Correction and reflection,cleanup and food-waste reduction,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u04-l01,ma-g8-ready-for-life,8,ready-for-life,19,4,"Transportation, Appointments, and Community Navigation",1,Launch and diagnostic: route and schedule planning,Launch and diagnostic,route and schedule planning,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u04-l02,ma-g8-ready-for-life,8,ready-for-life,20,4,"Transportation, Appointments, and Community Navigation",2,Explicit model: transportation costs,Explicit model,transportation costs,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u04-l03,ma-g8-ready-for-life,8,ready-for-life,21,4,"Transportation, Appointments, and Community Navigation",3,Guided practice: appointment preparation,Guided practice,appointment preparation,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u04-l04,ma-g8-ready-for-life,8,ready-for-life,22,4,"Transportation, Appointments, and Community Navigation",4,Application or project: documents and questions,Application or project,documents and questions,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u04-l05,ma-g8-ready-for-life,8,ready-for-life,23,4,"Transportation, Appointments, and Community Navigation",5,Mastery check: personal safety and check-ins,Mastery check,personal safety and check-ins,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u04-l06,ma-g8-ready-for-life,8,ready-for-life,24,4,"Transportation, Appointments, and Community Navigation",6,Correction and reflection: accessibility and contingency planning,Correction and reflection,accessibility and contingency planning,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u05-l01,ma-g8-ready-for-life,8,ready-for-life,25,5,"Work, Communication, and Career Readiness",1,Launch and diagnostic: skills and interests,Launch and diagnostic,skills and interests,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u05-l02,ma-g8-ready-for-life,8,ready-for-life,26,5,"Work, Communication, and Career Readiness",2,Explicit model: résumé foundations,Explicit model,résumé foundations,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u05-l03,ma-g8-ready-for-life,8,ready-for-life,27,5,"Work, Communication, and Career Readiness",3,Guided practice: professional communication,Guided practice,professional communication,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u05-l04,ma-g8-ready-for-life,8,ready-for-life,28,5,"Work, Communication, and Career Readiness",4,Application or project: applications and interviews,Application or project,applications and interviews,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u05-l05,ma-g8-ready-for-life,8,ready-for-life,29,5,"Work, Communication, and Career Readiness",5,Mastery check: workplace boundaries,Mastery check,workplace boundaries,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u05-l06,ma-g8-ready-for-life,8,ready-for-life,30,5,"Work, Communication, and Career Readiness",6,Correction and reflection: feedback and problem escalation,Correction and reflection,feedback and problem escalation,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u06-l01,ma-g8-ready-for-life,8,ready-for-life,31,6,Independent-Living Capstone,1,Launch and diagnostic: monthly schedule,Launch and diagnostic,monthly schedule,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u06-l02,ma-g8-ready-for-life,8,ready-for-life,32,6,Independent-Living Capstone,2,Explicit model: household budget connection,Explicit model,household budget connection,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u06-l03,ma-g8-ready-for-life,8,ready-for-life,33,6,Independent-Living Capstone,3,Guided practice: food and transportation plan,Guided practice,food and transportation plan,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u06-l04,ma-g8-ready-for-life,8,ready-for-life,34,6,Independent-Living Capstone,4,Application or project: health and safety support,Application or project,health and safety support,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u06-l05,ma-g8-ready-for-life,8,ready-for-life,35,6,Independent-Living Capstone,5,Mastery check: communication and documents,Mastery check,communication and documents,Manuel Academy RFL Grade 8 progression
ma-g8-ready-for-life-u06-l06,ma-g8-ready-for-life,8,ready-for-life,36,6,Independent-Living Capstone,6,Correction and reflection: reflection and backup plans,Correction and reflection,reflection and backup plans,Manuel Academy RFL Grade 8 progression
ma-g8-technology-u01-l01,ma-g8-technology,8,technology,1,1,"Digital Identity, Information, and AI Literacy",1,Launch and diagnostic: privacy and data trails,Launch and diagnostic,privacy and data trails,Michigan Computer Science: Impacts of Computing;Networks and Internet
ma-g8-technology-u01-l02,ma-g8-technology,8,technology,2,1,"Digital Identity, Information, and AI Literacy",2,Explicit model: platform incentives,Explicit model,platform incentives,Michigan Computer Science: Impacts of Computing;Networks and Internet
ma-g8-technology-u01-l03,ma-g8-technology,8,technology,3,1,"Digital Identity, Information, and AI Literacy",3,Guided practice: algorithmic recommendations,Guided practice,algorithmic recommendations,Michigan Computer Science: Impacts of Computing;Networks and Internet
ma-g8-technology-u01-l04,ma-g8-technology,8,technology,4,1,"Digital Identity, Information, and AI Literacy",4,Application or project: misinformation and synthetic media,Application or project,misinformation and synthetic media,Michigan Computer Science: Impacts of Computing;Networks and Internet
ma-g8-technology-u01-l05,ma-g8-technology,8,technology,5,1,"Digital Identity, Information, and AI Literacy",5,Mastery check: AI prompting and verification,Mastery check,AI prompting and verification,Michigan Computer Science: Impacts of Computing;Networks and Internet
ma-g8-technology-u01-l06,ma-g8-technology,8,technology,6,1,"Digital Identity, Information, and AI Literacy",6,Correction and reflection: copyright and attribution,Correction and reflection,copyright and attribution,Michigan Computer Science: Impacts of Computing;Networks and Internet
ma-g8-technology-u02-l01,ma-g8-technology,8,technology,7,2,Programming and Software Design,1,Launch and diagnostic: requirements and decomposition,Launch and diagnostic,requirements and decomposition,Michigan Computer Science: Algorithms and Programming
ma-g8-technology-u02-l02,ma-g8-technology,8,technology,8,2,Programming and Software Design,2,Explicit model: data and variables,Explicit model,data and variables,Michigan Computer Science: Algorithms and Programming
ma-g8-technology-u02-l03,ma-g8-technology,8,technology,9,2,Programming and Software Design,3,Guided practice: selection and iteration,Guided practice,selection and iteration,Michigan Computer Science: Algorithms and Programming
ma-g8-technology-u02-l04,ma-g8-technology,8,technology,10,2,Programming and Software Design,4,Application or project: functions or procedures,Application or project,functions or procedures,Michigan Computer Science: Algorithms and Programming
ma-g8-technology-u02-l05,ma-g8-technology,8,technology,11,2,Programming and Software Design,5,Mastery check: testing debugging and versioning,Mastery check,testing debugging and versioning,Michigan Computer Science: Algorithms and Programming
ma-g8-technology-u02-l06,ma-g8-technology,8,technology,12,2,Programming and Software Design,6,Correction and reflection: documentation,Correction and reflection,documentation,Michigan Computer Science: Algorithms and Programming
ma-g8-technology-u03-l01,ma-g8-technology,8,technology,13,3,"Web, App, and Accessible Interface Design",1,Launch and diagnostic: semantic structure,Launch and diagnostic,semantic structure,Michigan Computer Science: Computing Systems;Impacts of Computing
ma-g8-technology-u03-l02,ma-g8-technology,8,technology,14,3,"Web, App, and Accessible Interface Design",2,Explicit model: layout and responsive design,Explicit model,layout and responsive design,Michigan Computer Science: Computing Systems;Impacts of Computing
ma-g8-technology-u03-l03,ma-g8-technology,8,technology,15,3,"Web, App, and Accessible Interface Design",3,Guided practice: forms and validation without private data,Guided practice,forms and validation without private data,Michigan Computer Science: Computing Systems;Impacts of Computing
ma-g8-technology-u03-l04,ma-g8-technology,8,technology,16,3,"Web, App, and Accessible Interface Design",4,Application or project: accessibility standards,Application or project,accessibility standards,Michigan Computer Science: Computing Systems;Impacts of Computing
ma-g8-technology-u03-l05,ma-g8-technology,8,technology,17,3,"Web, App, and Accessible Interface Design",5,Mastery check: user testing,Mastery check,user testing,Michigan Computer Science: Computing Systems;Impacts of Computing
ma-g8-technology-u03-l06,ma-g8-technology,8,technology,18,3,"Web, App, and Accessible Interface Design",6,Correction and reflection: iteration,Correction and reflection,iteration,Michigan Computer Science: Computing Systems;Impacts of Computing
ma-g8-technology-u04-l01,ma-g8-technology,8,technology,19,4,Data Science and Computational Models,1,Launch and diagnostic: ethical data collection,Launch and diagnostic,ethical data collection,Michigan Computer Science: Data and Analysis
ma-g8-technology-u04-l02,ma-g8-technology,8,technology,20,4,Data Science and Computational Models,2,Explicit model: cleaning and transformation,Explicit model,cleaning and transformation,Michigan Computer Science: Data and Analysis
ma-g8-technology-u04-l03,ma-g8-technology,8,technology,21,4,Data Science and Computational Models,3,Guided practice: formulas and code,Guided practice,formulas and code,Michigan Computer Science: Data and Analysis
ma-g8-technology-u04-l04,ma-g8-technology,8,technology,22,4,Data Science and Computational Models,4,Application or project: visualization,Application or project,visualization,Michigan Computer Science: Data and Analysis
ma-g8-technology-u04-l05,ma-g8-technology,8,technology,23,4,Data Science and Computational Models,5,Mastery check: correlation and model limitations,Mastery check,correlation and model limitations,Michigan Computer Science: Data and Analysis
ma-g8-technology-u04-l06,ma-g8-technology,8,technology,24,4,Data Science and Computational Models,6,Correction and reflection: data storytelling,Correction and reflection,data storytelling,Michigan Computer Science: Data and Analysis
ma-g8-technology-u05-l01,ma-g8-technology,8,technology,25,5,Networks and Cybersecurity,1,Launch and diagnostic: internet routing concepts,Launch and diagnostic,internet routing concepts,Michigan Computer Science: Networks and Internet;Cybersecurity
ma-g8-technology-u05-l02,ma-g8-technology,8,technology,26,5,Networks and Cybersecurity,2,Explicit model: encryption and certificates,Explicit model,encryption and certificates,Michigan Computer Science: Networks and Internet;Cybersecurity
ma-g8-technology-u05-l03,ma-g8-technology,8,technology,27,5,Networks and Cybersecurity,3,Guided practice: authentication and authorization,Guided practice,authentication and authorization,Michigan Computer Science: Networks and Internet;Cybersecurity
ma-g8-technology-u05-l04,ma-g8-technology,8,technology,28,5,Networks and Cybersecurity,4,Application or project: common attacks and social engineering,Application or project,common attacks and social engineering,Michigan Computer Science: Networks and Internet;Cybersecurity
ma-g8-technology-u05-l05,ma-g8-technology,8,technology,29,5,Networks and Cybersecurity,5,Mastery check: secure development habits,Mastery check,secure development habits,Michigan Computer Science: Networks and Internet;Cybersecurity
ma-g8-technology-u05-l06,ma-g8-technology,8,technology,30,5,Networks and Cybersecurity,6,Correction and reflection: incident response and ethics,Correction and reflection,incident response and ethics,Michigan Computer Science: Networks and Internet;Cybersecurity
ma-g8-technology-u06-l01,ma-g8-technology,8,technology,31,6,Technology Capstone and Impact Review,1,Launch and diagnostic: problem framing,Launch and diagnostic,problem framing,Michigan Computer Science: Algorithms and Programming;Impacts of Computing
ma-g8-technology-u06-l02,ma-g8-technology,8,technology,32,6,Technology Capstone and Impact Review,2,Explicit model: stakeholders and unintended effects,Explicit model,stakeholders and unintended effects,Michigan Computer Science: Algorithms and Programming;Impacts of Computing
ma-g8-technology-u06-l03,ma-g8-technology,8,technology,33,6,Technology Capstone and Impact Review,3,Guided practice: prototype development,Guided practice,prototype development,Michigan Computer Science: Algorithms and Programming;Impacts of Computing
ma-g8-technology-u06-l04,ma-g8-technology,8,technology,34,6,Technology Capstone and Impact Review,4,Application or project: testing and accessibility,Application or project,testing and accessibility,Michigan Computer Science: Algorithms and Programming;Impacts of Computing
ma-g8-technology-u06-l05,ma-g8-technology,8,technology,35,6,Technology Capstone and Impact Review,5,Mastery check: privacy and security review,Mastery check,privacy and security review,Michigan Computer Science: Algorithms and Programming;Impacts of Computing
ma-g8-technology-u06-l06,ma-g8-technology,8,technology,36,6,Technology Capstone and Impact Review,6,Correction and reflection: presentation and maintenance plan,Correction and reflection,presentation and maintenance plan,Michigan Computer Science: Algorithms and Programming;Impacts of Computing
ma-g8-arts-and-music-u01-l01,ma-g8-arts-and-music,8,arts-and-music,1,1,Artistic Voice and Advanced Composition,1,Launch and diagnostic: personal artistic questions,Launch and diagnostic,personal artistic questions,Michigan Arts: Visual Arts Create;Respond
ma-g8-arts-and-music-u01-l02,ma-g8-arts-and-music,8,arts-and-music,2,1,Artistic Voice and Advanced Composition,2,Concept model A: composition and visual hierarchy,Concept model A,composition and visual hierarchy,Michigan Arts: Visual Arts Create;Respond
ma-g8-arts-and-music-u01-l03,ma-g8-arts-and-music,8,arts-and-music,3,1,Artistic Voice and Advanced Composition,3,Guided practice A: symbol metaphor and abstraction,Guided practice A,symbol metaphor and abstraction,Michigan Arts: Visual Arts Create;Respond
ma-g8-arts-and-music-u01-l04,ma-g8-arts-and-music,8,arts-and-music,4,1,Artistic Voice and Advanced Composition,4,Independent application A: style studies without copying,Independent application A,style studies without copying,Michigan Arts: Visual Arts Create;Respond
ma-g8-arts-and-music-u01-l05,ma-g8-arts-and-music,8,arts-and-music,5,1,Artistic Voice and Advanced Composition,5,Concept model B: iterative sketching,Concept model B,iterative sketching,Michigan Arts: Visual Arts Create;Respond
ma-g8-arts-and-music-u01-l06,ma-g8-arts-and-music,8,arts-and-music,6,1,Artistic Voice and Advanced Composition,6,Guided practice B: critique and revision,Guided practice B,critique and revision,Michigan Arts: Visual Arts Create;Respond
ma-g8-arts-and-music-u01-l07,ma-g8-arts-and-music,8,arts-and-music,7,1,Artistic Voice and Advanced Composition,7,Investigation or close reading: personal artistic questions,Investigation or close reading,personal artistic questions,Michigan Arts: Visual Arts Create;Respond
ma-g8-arts-and-music-u01-l08,ma-g8-arts-and-music,8,arts-and-music,8,1,Artistic Voice and Advanced Composition,8,Reteach and varied practice: composition and visual hierarchy,Reteach and varied practice,composition and visual hierarchy,Michigan Arts: Visual Arts Create;Respond
ma-g8-arts-and-music-u01-l09,ma-g8-arts-and-music,8,arts-and-music,9,1,Artistic Voice and Advanced Composition,9,Performance task build: symbol metaphor and abstraction,Performance task build,symbol metaphor and abstraction,Michigan Arts: Visual Arts Create;Respond
ma-g8-arts-and-music-u01-l10,ma-g8-arts-and-music,8,arts-and-music,10,1,Artistic Voice and Advanced Composition,10,Synthesis and review: style studies without copying,Synthesis and review,style studies without copying,Michigan Arts: Visual Arts Create;Respond
ma-g8-arts-and-music-u01-l11,ma-g8-arts-and-music,8,arts-and-music,11,1,Artistic Voice and Advanced Composition,11,Unit assessment: iterative sketching,Unit assessment,iterative sketching,Michigan Arts: Visual Arts Create;Respond
ma-g8-arts-and-music-u01-l12,ma-g8-arts-and-music,8,arts-and-music,12,1,Artistic Voice and Advanced Composition,12,Correction and reflection: critique and revision,Correction and reflection,critique and revision,Michigan Arts: Visual Arts Create;Respond
ma-g8-arts-and-music-u02-l01,ma-g8-arts-and-music,8,arts-and-music,13,2,"Design, Media, and Material Exploration",1,Launch and diagnostic: graphic design foundations,Launch and diagnostic,graphic design foundations,Michigan Arts: Visual Arts Create;Media Arts Create
ma-g8-arts-and-music-u02-l02,ma-g8-arts-and-music,8,arts-and-music,14,2,"Design, Media, and Material Exploration",2,Concept model A: photography concepts without requiring people,Concept model A,photography concepts without requiring people,Michigan Arts: Visual Arts Create;Media Arts Create
ma-g8-arts-and-music-u02-l03,ma-g8-arts-and-music,8,arts-and-music,15,2,"Design, Media, and Material Exploration",3,Guided practice A: mixed media,Guided practice A,mixed media,Michigan Arts: Visual Arts Create;Media Arts Create
